1,0.5736421942710876,0.03984580188989639,0.1010969951748848,0.2854149639606476,Article,1,2018-09-21 19:55:43.935447,2018-09-21 19:55:43.935447
2,0.36923086643218994,0.05661000683903694,0.22688375413417816,0.34727540612220764,Article,2,2018-09-21 19:55:44.066161,2018-09-21 19:55:44.066161
3,0.25740674138069153,0.6235582828521729,0.05369500815868378,0.06534000486135483,Article,3,2018-09-21 19:55:44.216168,2018-09-21 19:55:44.216168
4,0.04278281703591347,0.8754196763038635,0.04329930990934372,0.03849823400378227,Article,4,2018-09-21 19:55:44.370674,2018-09-21 19:55:44.370674
5,0.5518578290939331,0.20941078662872314,0.08728251606225967,0.15144889056682587,Article,5,2018-09-21 19:55:44.492076,2018-09-21 19:55:44.492076
6,0.45683321356773376,0.3206169605255127,0.1695249229669571,0.05302489548921585,Article,6,2018-09-21 19:55:44.637850,2018-09-21 19:55:44.637850
7,0.47970345616340637,0.1320735514163971,0.06196539103984833,0.3262575566768646,Article,7,2018-09-21 19:55:44.770825,2018-09-21 19:55:44.770825
8,0.2345811128616333,0.028093503788113594,0.4568200409412384,0.2805054187774658,Article,8,2018-09-21 19:55:44.897381,2018-09-21 19:55:44.897381
9,0.25716057419776917,0.05952822044491768,0.5089356899261475,0.17437544465065002,Article,9,2018-09-21 19:55:45.017532,2018-09-21 19:55:45.017532
10,0.14653614163398743,0.004310876131057739,0.18057172000408173,0.6685813069343567,Article,10,2018-09-21 19:55:45.166636,2018-09-21 19:55:45.166636
11,0.350064218044281,0.027391860261559486,0.2156597524881363,0.40688422322273254,Article,11,2018-09-21 19:55:45.305028,2018-09-21 19:55:45.305028
12,0.566078245639801,0.0957174077630043,0.08964172750711441,0.24856260418891907,Article,12,2018-09-21 19:55:45.433095,2018-09-21 19:55:45.433095
13,0.08356544375419617,0.8156018853187561,0.05239764600992203,0.04843501001596451,Article,13,2018-09-21 19:55:45.564040,2018-09-21 19:55:45.564040
14,0.09169987589120865,0.7749499678611755,0.11681044846773148,0.016539668664336205,Article,14,2018-09-21 19:55:45.690277,2018-09-21 19:55:45.690277
15,0.16462861001491547,0.711338460445404,0.06960389763116837,0.05442896485328674,Article,15,2018-09-21 19:55:45.858229,2018-09-21 19:55:45.858229
16,0.2926442325115204,0.08541425317525864,0.08184915035963058,0.5400922894477844,Article,16,2018-09-21 19:55:45.981170,2018-09-21 19:55:45.981170
17,0.3453746736049652,0.1237315759062767,0.4854305386543274,0.045463114976882935,Article,17,2018-09-21 19:55:46.113056,2018-09-21 19:55:46.113056
18,0.5933563709259033,0.030198238790035248,0.1265428364276886,0.24990248680114746,Article,18,2018-09-21 19:55:46.239474,2018-09-21 19:55:46.239474
19,0.3951261341571808,0.29519274830818176,0.20310917496681213,0.10657189786434174,Article,19,2018-09-21 19:55:46.373753,2018-09-21 19:55:46.373753
20,0.19481785595417023,0.2707696855068207,0.4166373908519745,0.117775097489357,Article,20,2018-09-21 19:55:46.503669,2018-09-21 19:55:46.503669
21,0.2807527482509613,0.07822810113430023,0.4266462028026581,0.2143728882074356,Article,21,2018-09-21 19:55:46.632230,2018-09-21 19:55:46.632230
22,0.44273874163627625,0.07940706610679626,0.3892521858215332,0.08860199898481369,Article,22,2018-09-21 19:55:46.760413,2018-09-21 19:55:46.760413
23,0.7503945231437683,0.03164725750684738,0.16723524034023285,0.05072295665740967,Article,23,2018-09-21 19:55:46.879210,2018-09-21 19:55:46.879210
24,0.230779767036438,0.36694610118865967,0.2589772045612335,0.14329688251018524,Article,24,2018-09-21 19:55:47.039769,2018-09-21 19:55:47.039769
25,0.23155590891838074,0.08540306240320206,0.3136373460292816,0.3694036900997162,Article,25,2018-09-21 19:55:47.161331,2018-09-21 19:55:47.161331
26,0.46826472878456116,0.08712150156497955,0.361575722694397,0.08303800970315933,Article,26,2018-09-21 19:55:47.286760,2018-09-21 19:55:47.286760
27,0.24514861404895782,0.01916281133890152,0.6100596189498901,0.12562885880470276,Article,27,2018-09-21 19:55:47.424416,2018-09-21 19:55:47.424416
28,0.4943496286869049,0.012451707385480404,0.0751054510474205,0.4180932343006134,Article,28,2018-09-21 19:55:47.562324,2018-09-21 19:55:47.562324
29,0.5524457097053528,0.009582792408764362,0.06647435575723648,0.37149718403816223,Article,29,2018-09-21 19:55:47.703267,2018-09-21 19:55:47.703267
30,0.28426313400268555,0.03626978397369385,0.5578184127807617,0.12164865434169769,Article,30,2018-09-21 19:55:47.830721,2018-09-21 19:55:47.830721
31,0.33872517943382263,0.046854205429553986,0.4365747272968292,0.17784586548805237,Article,31,2018-09-21 19:55:47.959068,2018-09-21 19:55:47.959068
32,0.5802421569824219,0.09294169396162033,0.2531096041202545,0.07370664179325104,Article,32,2018-09-21 19:55:48.420321,2018-09-21 19:55:48.420321
33,0.2606101334095001,0.010143748484551907,0.20603978633880615,0.523206353187561,Article,33,2018-09-21 19:55:48.671198,2018-09-21 19:55:48.671198
34,0.023754987865686417,0.9561004042625427,0.008198066614568233,0.01194650400429964,Article,34,2018-09-21 19:55:48.802847,2018-09-21 19:55:48.802847
35,0.07949025183916092,0.8444803953170776,0.05791589617729187,0.01811341382563114,Article,35,2018-09-21 19:55:48.967772,2018-09-21 19:55:48.967772
36,0.11261598765850067,0.04331066831946373,0.2833152711391449,0.560758113861084,Article,36,2018-09-21 19:55:49.100672,2018-09-21 19:55:49.100672
37,0.26334333419799805,0.48599764704704285,0.1740606129169464,0.07659841328859329,Article,37,2018-09-21 19:55:49.230150,2018-09-21 19:55:49.230150
38,0.23483526706695557,0.7126573324203491,0.030374394729733467,0.022133031859993935,Article,38,2018-09-21 19:55:49.366939,2018-09-21 19:55:49.366939
39,0.4662947654724121,0.054452039301395416,0.15428687632083893,0.3249663710594177,Article,39,2018-09-21 19:55:49.496003,2018-09-21 19:55:49.496003
40,0.15021276473999023,0.0065310001373291016,0.3343203365802765,0.5089360475540161,Article,40,2018-09-21 19:55:49.645658,2018-09-21 19:55:49.645658
41,0.14221163094043732,0.1581043004989624,0.5516475439071655,0.14803653955459595,Article,41,2018-09-21 19:55:49.779190,2018-09-21 19:55:49.779190
42,0.24285897612571716,0.24925412237644196,0.3644976317882538,0.14338935911655426,Article,42,2018-09-21 19:55:49.905193,2018-09-21 19:55:49.905193
43,0.20718960464000702,0.5715731978416443,0.1366359144449234,0.08460136502981186,Article,43,2018-09-21 19:55:50.041444,2018-09-21 19:55:50.041444
44,0.12449187785387039,0.5797590017318726,0.23360483348369598,0.06214432790875435,Article,44,2018-09-21 19:55:50.164543,2018-09-21 19:55:50.164543
45,0.41881561279296875,0.24119795858860016,0.23914368450641632,0.10084271430969238,Article,45,2018-09-21 19:55:50.281885,2018-09-21 19:55:50.281885
46,0.4195723235607147,0.4804198443889618,0.05973979830741882,0.04026804491877556,Article,46,2018-09-21 19:55:50.409017,2018-09-21 19:55:50.409017
47,0.18659444153308868,0.011093360371887684,0.3416251540184021,0.4606870412826538,Article,47,2018-09-21 20:07:13.284621,2018-09-21 20:07:13.284621
